x;y;z
oxford_extreme_poverty_tbd__cep_JHU_ConfirmedDeaths_change_integer;c3_Google_TransitStationsMobility_index;0.0343441579332971
oxford_diabetes_prevalence_tbd__oxford_new_cases_smoothed_tbd;c3_Google_TransitStationsMobility_index;0.034341837410818
oxford_population_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_Google_TransitStationsMobility_index;0.0343188194966905
oxford_life_expectancy_tbd__oxford_new_deaths_smoothed_tbd;c3_Google_TransitStationsMobility_index;0.0343074617117854
oxford_extreme_poverty_tbd__oxford_total_cases_tbd;c3_Google_RetailMobility_index;0.0342941028476843
oxford_human_development_index_tbd__cep_repronum_se_numeric;c3_Google_WorkplacesMobility_index;0.0342775687129608
oxford_life_expectancy_tbd__oxford_new_cases_tbd;c3_Apple_DrivingMobility_index;0.0342492462332755
c3_LifeExpectancyInternational_numeric__oxford_new_tests_smoothed_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.034237316116742
oxford_human_development_index_tbd__oxford_new_cases_smoothed_per_million_tbd;c3_Google_WorkplacesMobility_index;0.0341230752403562
c3_MortalityRateUnder5International_numeric__oxford_total_cases_per_million_tbd;c3_Google_ParksMobility_index;0.0340901737005254
c3_MortalityRateUnder5International_numeric__oxford_total_cases_per_million_tbd;c3_Google_ParksMobility_index;0.0340901737005254
oxford_gdp_per_capita_tbd__oxford_positive_rate_tbd;c3_Google_WorkplacesMobility_index;0.0340899591316365
oxford_hospital_beds_per_thousand_tbd__oxford_total_deaths_per_million_tbd;c3_Google_TransitStationsMobility_index;0.0340745062193369
oxford_population_density_tbd__oxford_hosp_patients_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.0340686345887162
oxford_gdp_per_capita_tbd__oxford_total_tests_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0340522174442074
oxford_gdp_per_capita_tbd__oxford_total_cases_per_million_tbd;c3_Apple_DrivingMobility_index;0.0340446715040179
oxford_gdp_per_capita_tbd__oxford_total_cases_per_million_tbd;c3_Apple_DrivingMobility_index;0.0340446715040179
oxford_human_development_index_tbd__oxford_reproduction_rate_tbd;c3_Apple_WalkingMobility_index;0.0339719139094327
c3_LifeExpectancyInternational_numeric__oxford_weekly_icu_admissions_per_million_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.0339566970846368
c3_MortalityRateUnder5International_numeric__c3_JHU_ConfirmedCases_integer;c3_Google_RetailMobility_index;0.033949979656441
oxford_diabetes_prevalence_tbd__cep_repronum_numeric;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0339242932463196
oxford_male_smokers_tbd__oxford_tests_per_case_tbd;c3_Google_ResidentialMobility_index;0.0339240020384357
oxford_cardiovasc_death_rate_tbd__cep_JHU_ConfirmedCases_change_integer;c3_Google_WorkplacesMobility_index;0.0339101394675059
c3_MortalityRateUnder5International_numeric__c3_JHU_ConfirmedDeaths_integer;c3_Google_RetailMobility_index;0.0339013139074016
oxford_extreme_poverty_tbd__oxford_hosp_patients_tbd;c3_Google_RetailMobility_index;0.0338892546181521
oxford_hospital_beds_per_thousand_tbd__oxford_total_cases_per_million_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0338739093279303
oxford_hospital_beds_per_thousand_tbd__oxford_total_cases_per_million_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0338739093279303
oxford_handwashing_facilities_tbd__oxford_new_tests_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.0338487353850911
oxford_hospital_beds_per_thousand_tbd__oxford_new_cases_per_million_tbd;c3_Google_RetailMobility_index;0.0338194150563725
oxford_population_density_tbd__oxford_reproduction_rate_tbd;c3_Google_RetailMobility_index;0.0338150925056769
c3_LifeExpectancyInternational_numeric__cep_JHU_ConfirmedCases_change_integer;c3_Google_RetailMobility_index;0.033774643392812
oxford_human_development_index_tbd__oxford_new_cases_per_million_tbd;c3_Google_WorkplacesMobility_index;0.0337653781140104
oxford_extreme_poverty_tbd__oxford_new_cases_per_million_tbd;c3_Google_RetailMobility_index;0.0337567811806888
oxford_male_smokers_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_Google_GroceryMobility_index;0.0337406099571034
oxford_diabetes_prevalence_tbd__oxford_new_deaths_smoothed_tbd;c3_Google_TransitStationsMobility_index;0.0337338603677932
oxford_female_smokers_tbd__oxford_total_deaths_tbd;c3_Google_GroceryMobility_index;0.0337222912793016
oxford_population_density_tbd__oxford_positive_rate_tbd;c3_Google_GroceryMobility_index;0.033708411799417
oxford_gdp_per_capita_tbd__oxford_new_cases_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0337012118454941
oxford_cardiovasc_death_rate_tbd__c3_JHU_ConfirmedCases_integer;c3_Google_WorkplacesMobility_index;0.0336838526049005
oxford_cardiovasc_death_rate_tbd__c3_JHU_ConfirmedDeaths_integer;c3_Apple_TransitMobility_index;0.0336749533097745
c3_MortalityRateUnder5International_numeric__oxford_new_deaths_smoothed_per_million_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0336663667511967
c3_MortalityRateUnder5International_numeric__oxford_new_tests_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.0336506193255701
c3_LifeExpectancyInternational_numeric__oxford_new_cases_smoothed_per_million_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.0336482367120836
oxford_population_tbd__oxford_new_cases_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.0336397918853276
c3_MaleFemaletotal_InternationalCensus_integer__oxford_new_cases_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.0336306686129441
oxford_diabetes_prevalence_tbd__oxford_new_cases_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.0336144953269423
oxford_human_development_index_tbd__oxford_new_cases_tbd;c3_Apple_WalkingMobility_index;0.0336106161367312
oxford_extreme_poverty_tbd__cep_repronum_se_numeric;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.0335777782171993
oxford_extreme_poverty_tbd__oxford_total_tests_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0335742376133847
oxford_human_development_index_tbd__cep_repronum_numeric;c3_Google_WorkplacesMobility_index;0.0335527683572884
oxford_male_smokers_tbd__oxford_positive_rate_tbd;c3_Google_TransitStationsMobility_index;0.0335495880649355
oxford_cardiovasc_death_rate_tbd__c3_JHU_ConfirmedDeaths_integer;c3_Google_WorkplacesMobility_index;0.0335216428761479
oxford_human_development_index_tbd__oxford_total_cases_per_million_tbd;c3_Apple_WalkingMobility_index;0.0335192105972436
oxford_human_development_index_tbd__oxford_total_cases_per_million_tbd;c3_Apple_WalkingMobility_index;0.0335192105972436
oxford_median_age_tbd__oxford_reproduction_rate_tbd;c3_Google_WorkplacesMobility_index;0.0334978440177396
c3_MortalityRateUnder5International_numeric__oxford_weekly_hosp_admissions_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0334917792443599
oxford_male_smokers_tbd__oxford_new_cases_tbd;c3_Google_GroceryMobility_index;0.0334530412531099
oxford_male_smokers_tbd__c3_JHU_ConfirmedCases_integer;c3_Google_GroceryMobility_index;0.033451006353326
oxford_extreme_poverty_tbd__cep_JHU_ConfirmedCases_change_integer;c3_Google_TransitStationsMobility_index;0.0334462853716825
oxford_hospital_beds_per_thousand_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_Google_WorkplacesMobility_index;0.0334396011152754
oxford_extreme_poverty_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.0334196818436913
oxford_extreme_poverty_tbd__cep_JHU_ConfirmedCases_change_integer;c3_Google_RetailMobility_index;0.0333898016585753
oxford_human_development_index_tbd__oxford_new_deaths_tbd;c3_Google_WorkplacesMobility_index;0.0333871068879332
oxford_gdp_per_capita_tbd__c3_JHU_ConfirmedCases_integer;c3_Apple_DrivingMobility_index;0.0333839993916103
oxford_handwashing_facilities_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0333431733461298
oxford_human_development_index_tbd__oxford_new_cases_smoothed_tbd;c3_Apple_WalkingMobility_index;0.0333378598050403
oxford_gdp_per_capita_tbd__c3_JHU_ConfirmedDeaths_integer;c3_Apple_DrivingMobility_index;0.0333367695573041
oxford_extreme_poverty_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0333315960826581
oxford_extreme_poverty_tbd__c3_JHU_ConfirmedDeaths_integer;c3_Google_TransitStationsMobility_index;0.0333246131050664
oxford_gdp_per_capita_tbd__oxford_icu_patients_tbd;c3_Google_ParksMobility_index;0.0332962535517097
oxford_extreme_poverty_tbd__oxford_total_cases_per_million_tbd;c3_Google_TransitStationsMobility_index;0.0332948625092635
oxford_extreme_poverty_tbd__oxford_total_cases_per_million_tbd;c3_Google_TransitStationsMobility_index;0.0332948625092635
oxford_diabetes_prevalence_tbd__oxford_icu_patients_tbd;c3_Google_ParksMobility_index;0.0332941153628249
c3_LifeExpectancyInternational_numeric__c3_JHU_ConfirmedDeaths_integer;c3_Google_RetailMobility_index;0.0332736953182464
c3_LifeExpectancyInternational_numeric__c3_JHU_ConfirmedCases_integer;c3_Google_RetailMobility_index;0.0332727575605195
oxford_median_age_tbd__oxford_total_cases_per_million_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0332459439420328
oxford_median_age_tbd__oxford_total_cases_per_million_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0332459439420328
c3_LifeExpectancyInternational_numeric__oxford_icu_patients_tbd;c3_Google_RetailMobility_index;0.0332397319835379
oxford_population_density_tbd__oxford_weekly_hosp_admissions_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.0332392184227003
oxford_male_smokers_tbd__cep_repronum_se_numeric;c3_Apple_TransitMobility_index;0.033227712879211
oxford_female_smokers_tbd__c3_JHU_ConfirmedDeaths_integer;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0332222028558031
oxford_female_smokers_tbd__oxford_new_deaths_per_million_tbd;c3_Google_RetailMobility_index;0.0332188563140252
c3_LifeExpectancyInternational_numeric__oxford_total_cases_per_million_tbd;c3_Google_RetailMobility_index;0.0331669460580926
c3_LifeExpectancyInternational_numeric__oxford_total_cases_per_million_tbd;c3_Google_RetailMobility_index;0.0331669460580926
oxford_population_density_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_Google_TransitStationsMobility_index;0.0331647190511024
oxford_population_tbd__oxford_total_tests_tbd;c3_Google_TransitStationsMobility_index;0.0331602576714649
oxford_hospital_beds_per_thousand_tbd__c3_JHU_ConfirmedCases_integer;c3_Google_GroceryMobility_index;0.0331529750272387
oxford_male_smokers_tbd__c3_JHU_ConfirmedDeaths_integer;c3_Google_GroceryMobility_index;0.0331500183017923
oxford_life_expectancy_tbd__oxford_reproduction_rate_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0331410762477722
oxford_extreme_poverty_tbd__oxford_weekly_icu_admissions_tbd;c3_Google_ParksMobility_index;0.0331319438978063
oxford_cardiovasc_death_rate_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0331200548164269
oxford_human_development_index_tbd__oxford_new_cases_tbd;c3_Google_WorkplacesMobility_index;0.0331182475101609
oxford_cardiovasc_death_rate_tbd__oxford_hosp_patients_tbd;c3_Google_GroceryMobility_index;0.0330978946300435
c3_MortalityRateUnder5International_numeric__oxford_weekly_hosp_admissions_per_million_tbd;c3_Google_ParksMobility_index;0.0330971302506082
oxford_human_development_index_tbd__oxford_new_cases_per_million_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0330590091480893
oxford_handwashing_facilities_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_Google_ParksMobility_index;0.0330284118775493
oxford_cardiovasc_death_rate_tbd__cep_JHU_ConfirmedCases_change_integer;c3_Apple_TransitMobility_index;0.0330258670783176
oxford_extreme_poverty_tbd__c3_JHU_ConfirmedCases_integer;c3_Google_RetailMobility_index;0.0330087828163659
c3_LifeExpectancyInternational_numeric__oxford_new_cases_smoothed_per_million_tbd;c3_Google_RetailMobility_index;0.0330076195945258
oxford_human_development_index_tbd__c3_JHU_ConfirmedDeaths_integer;c3_Apple_WalkingMobility_index;0.0329804099088196
oxford_male_smokers_tbd__oxford_new_cases_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.0329606131458378
oxford_extreme_poverty_tbd__oxford_total_cases_per_million_tbd;c3_Google_RetailMobility_index;0.0329407401717601
oxford_extreme_poverty_tbd__oxford_total_cases_per_million_tbd;c3_Google_RetailMobility_index;0.0329407401717601
oxford_diabetes_prevalence_tbd__oxford_reproduction_rate_tbd;c3_Google_WorkplacesMobility_index;0.0329135460288966
oxford_population_density_tbd__oxford_total_deaths_per_million_tbd;c3_Apple_DrivingMobility_index;0.0329110361645205
c3_MortalityRateUnder5International_numeric__oxford_total_deaths_tbd;c3_Google_ParksMobility_index;0.0328949245874947
c3_MortalityRateUnder5International_numeric__oxford_new_cases_smoothed_tbd;c3_Google_ParksMobility_index;0.0328907087062077
oxford_extreme_poverty_tbd__c3_JHU_ConfirmedDeaths_integer;c3_Google_RetailMobility_index;0.032863655355386
oxford_extreme_poverty_tbd__oxford_total_deaths_tbd;c3_Google_GroceryMobility_index;0.0328561165790492
oxford_gdp_per_capita_tbd__oxford_new_cases_tbd;c3_Apple_DrivingMobility_index;0.0328537337468927
oxford_population_density_tbd__oxford_tests_per_case_tbd;c3_Google_RetailMobility_index;0.0328424609964946
oxford_population_tbd__oxford_new_cases_per_million_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0328304300097009
c3_MaleFemaletotal_InternationalCensus_integer__oxford_new_cases_per_million_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0328241771994418
oxford_diabetes_prevalence_tbd__cep_repronum_se_numeric;c3_Google_RetailMobility_index;0.0328151795099149
oxford_life_expectancy_tbd__oxford_weekly_hosp_admissions_per_million_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.0328088522216592
c3_MaleFemaletotal_InternationalCensus_integer__oxford_new_cases_smoothed_per_million_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.0328003140993001
oxford_population_tbd__oxford_new_cases_smoothed_tbd;c3_Apple_TransitMobility_index;0.0327930784941315
c3_MortalityRateUnder5International_numeric__oxford_new_cases_tbd;c3_Google_ParksMobility_index;0.0327907709416467
oxford_population_tbd__oxford_new_cases_smoothed_per_million_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.0327847803868159
c3_MaleFemaletotal_InternationalCensus_integer__oxford_total_tests_tbd;c3_Google_TransitStationsMobility_index;0.0327583327912655
oxford_hospital_beds_per_thousand_tbd__oxford_total_cases_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.0327577157295031
c3_MaleFemaletotal_InternationalCensus_integer__oxford_new_cases_smoothed_tbd;c3_Apple_TransitMobility_index;0.0327189173298909
oxford_diabetes_prevalence_tbd__c3_JHU_ConfirmedCases_integer;c3_Google_TransitStationsMobility_index;0.0327162451337238
oxford_female_smokers_tbd__cep_JHU_ConfirmedDeaths_change_integer;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0326929911198943
oxford_life_expectancy_tbd__cep_JHU_ConfirmedCases_change_integer;c3_Apple_DrivingMobility_index;0.0326890725860722
oxford_human_development_index_tbd__oxford_new_deaths_smoothed_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0326735502690405
c3_LifeExpectancyInternational_numeric__oxford_new_deaths_smoothed_per_million_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0326362654831323
oxford_female_smokers_tbd__oxford_new_deaths_smoothed_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0326351203661454
oxford_diabetes_prevalence_tbd__oxford_total_deaths_tbd;c3_Google_RetailMobility_index;0.0326247508299602
oxford_male_smokers_tbd__oxford_weekly_hosp_admissions_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0325956015173015
oxford_life_expectancy_tbd__cep_JHU_ConfirmedDeaths_change_integer;c3_Apple_DrivingMobility_index;0.0325874923586482
oxford_gdp_per_capita_tbd__oxford_reproduction_rate_tbd;c3_Apple_DrivingMobility_index;0.0325711985084436
oxford_population_tbd__oxford_icu_patients_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.0325438872658843
oxford_aged_65_older_tbd__oxford_total_tests_tbd;c3_Google_WorkplacesMobility_index;0.0325164747691767
oxford_human_development_index_tbd__oxford_new_deaths_smoothed_tbd;c3_Google_WorkplacesMobility_index;0.0325043706921107
oxford_gdp_per_capita_tbd__oxford_reproduction_rate_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.0324910181081032
oxford_extreme_poverty_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_Apple_WalkingMobility_index;0.0324850249350793
oxford_hospital_beds_per_thousand_tbd__oxford_new_deaths_smoothed_tbd;c3_Google_GroceryMobility_index;0.0324833222715282
oxford_diabetes_prevalence_tbd__oxford_new_tests_smoothed_tbd;c3_Apple_WalkingMobility_index;0.0324658062587434
oxford_human_development_index_tbd__oxford_total_deaths_tbd;c3_Google_TransitStationsMobility_index;0.0324609666949982
c3_MortalityRateUnder5International_numeric__oxford_total_cases_tbd;c3_Google_ParksMobility_index;0.0324217510375356
c3_MortalityRateUnder5International_numeric__c3_JHU_ConfirmedCases_integer;c3_Google_TransitStationsMobility_index;0.0323901812786662
c3_LifeExpectancyInternational_numeric__oxford_total_cases_tbd;c3_Google_RetailMobility_index;0.0323700248780627
oxford_diabetes_prevalence_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_Google_ResidentialMobility_index;0.0322904889854138
oxford_hospital_beds_per_thousand_tbd__oxford_new_deaths_tbd;c3_Google_GroceryMobility_index;0.032248320733957
oxford_gdp_per_capita_tbd__oxford_new_cases_smoothed_tbd;c3_Apple_DrivingMobility_index;0.0322444046174692
oxford_extreme_poverty_tbd__oxford_new_deaths_tbd;c3_Google_RetailMobility_index;0.0321823140012587
oxford_human_development_index_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0321559068881478
oxford_human_development_index_tbd__oxford_reproduction_rate_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0321321738797475
oxford_gdp_per_capita_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_Apple_WalkingMobility_index;0.0321114412947514
oxford_hospital_beds_per_thousand_tbd__oxford_new_tests_tbd;c3_Google_WorkplacesMobility_index;0.0320919203697563
oxford_handwashing_facilities_tbd__oxford_new_tests_smoothed_tbd;c3_Google_ResidentialMobility_index;0.0320701906821815
c3_MortalityRateUnder5International_numeric__oxford_new_tests_tbd;c3_Google_WorkplacesMobility_index;0.03206394971884
oxford_female_smokers_tbd__cep_repronum_se_numeric;c3_Google_GroceryMobility_index;0.0320567680445495
oxford_hospital_beds_per_thousand_tbd__c3_JHU_ConfirmedDeaths_integer;c3_Google_GroceryMobility_index;0.0320354056282131
c3_LifeExpectancyInternational_numeric__oxford_icu_patients_tbd;c3_Google_GroceryMobility_index;0.0320096520091266
oxford_male_smokers_tbd__oxford_total_cases_per_million_tbd;c3_Google_GroceryMobility_index;0.0320020216283237
oxford_male_smokers_tbd__oxford_total_cases_per_million_tbd;c3_Google_GroceryMobility_index;0.0320020216283237
oxford_diabetes_prevalence_tbd__oxford_new_tests_tbd;c3_Google_RetailMobility_index;0.0319953559783773
oxford_hospital_beds_per_thousand_tbd__oxford_total_deaths_per_million_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.0319845758253213
oxford_female_smokers_tbd__oxford_new_deaths_per_million_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0319521819714004
oxford_human_development_index_tbd__oxford_new_cases_smoothed_tbd;c3_Google_WorkplacesMobility_index;0.0319391208894737
oxford_gdp_per_capita_tbd__cep_JHU_ConfirmedDeaths_change_integer;c3_Apple_DrivingMobility_index;0.0319362294792184
oxford_extreme_poverty_tbd__oxford_reproduction_rate_tbd;c3_Google_ResidentialMobility_index;0.0318948785316088
oxford_human_development_index_tbd__oxford_weekly_icu_admissions_per_million_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0318731121428425
oxford_handwashing_facilities_tbd__cep_repronum_numeric;c3_Google_ParksMobility_index;0.0318633763044522
oxford_aged_70_older_tbd__oxford_total_tests_tbd;c3_Google_WorkplacesMobility_index;0.0318556702798322
oxford_median_age_tbd__oxford_new_cases_smoothed_tbd;c3_Google_ResidentialMobility_index;0.0318528630446395
c3_MaleFemaletotal_InternationalCensus_integer__oxford_weekly_hosp_admissions_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0318429201665599
oxford_population_tbd__oxford_reproduction_rate_tbd;c3_Google_RetailMobility_index;0.031839390277642
oxford_population_tbd__oxford_weekly_hosp_admissions_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0318294662047837
oxford_population_density_tbd__oxford_weekly_hosp_admissions_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0318268130107717
oxford_population_tbd__cep_JHU_ConfirmedCases_change_integer;c3_Apple_TransitMobility_index;0.0318264848923419
c3_LifeExpectancyInternational_numeric__oxford_new_cases_per_million_tbd;c3_Google_RetailMobility_index;0.031808915416362
oxford_cardiovasc_death_rate_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0318017199522604
oxford_female_smokers_tbd__cep_repronum_numeric;c3_Google_GroceryMobility_index;0.0317913332275522
c3_MaleFemaletotal_InternationalCensus_integer__cep_JHU_ConfirmedCases_change_integer;c3_Apple_TransitMobility_index;0.0317857292438107
oxford_female_smokers_tbd__c3_JHU_ConfirmedCases_integer;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.0317698952238422
oxford_diabetes_prevalence_tbd__cep_JHU_ConfirmedDeaths_change_integer;c3_Google_TransitStationsMobility_index;0.0317652392535831
oxford_gdp_per_capita_tbd__cep_JHU_ConfirmedCases_change_integer;c3_Apple_DrivingMobility_index;0.0317589450259537
c3_MortalityRateUnder5International_numeric__c3_JHU_ConfirmedCases_integer;c3_Apple_WalkingMobility_index;0.031727643136057
c3_MaleFemaletotal_InternationalCensus_integer__oxford_reproduction_rate_tbd;c3_Google_RetailMobility_index;0.0317258899912041
oxford_diabetes_prevalence_tbd__oxford_reproduction_rate_tbd;c3_Google_GroceryMobility_index;0.0317256382772642
oxford_handwashing_facilities_tbd__oxford_new_cases_tbd;c3_Google_ParksMobility_index;0.0317212470095706
oxford_human_development_index_tbd__cep_JHU_ConfirmedDeaths_change_integer;c3_Apple_WalkingMobility_index;0.0317179663039197
c3_MaleFemaletotal_InternationalCensus_integer__cep_repronum_numeric;c3_Apple_TransitMobility_index;0.0317144666594833
oxford_population_tbd__cep_repronum_numeric;c3_Apple_TransitMobility_index;0.0317018923027369
c3_MaleFemaletotal_InternationalCensus_integer__cep_repronum_se_numeric;c3_Apple_TransitMobility_index;0.0316898154870574
oxford_human_development_index_tbd__oxford_total_deaths_per_million_tbd;c3_Google_TransitStationsMobility_index;0.0316890142414451
oxford_population_tbd__cep_repronum_se_numeric;c3_Apple_TransitMobility_index;0.0316819756565303
c3_MaleFemaletotal_InternationalCensus_integer__cep_JHU_ConfirmedDeaths_change_integer;c3_Apple_TransitMobility_index;0.0316789773323215
oxford_population_tbd__cep_JHU_ConfirmedDeaths_change_integer;c3_Apple_TransitMobility_index;0.031678566861278
oxford_cardiovasc_death_rate_tbd__cep_repronum_numeric;c3_Google_GroceryMobility_index;0.0316622527093288
oxford_hospital_beds_per_thousand_tbd__oxford_new_cases_smoothed_per_million_tbd;c3_Google_GroceryMobility_index;0.0316502112404444
oxford_hospital_beds_per_thousand_tbd__oxford_weekly_hosp_admissions_tbd;c3_Apple_DrivingMobility_index;0.0316211349585234
c3_MortalityRateUnder5International_numeric__oxford_new_cases_tbd;c3_Google_RetailMobility_index;0.0316201857011821
oxford_life_expectancy_tbd__oxford_weekly_hosp_admissions_per_million_tbd;c3_Google_WorkplacesMobility_index;0.0315757247260912
oxford_aged_70_older_tbd__oxford_reproduction_rate_tbd;c3_Google_RetailMobility_index;0.0315710107775213
oxford_life_expectancy_tbd__oxford_positive_rate_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.031569558179643
oxford_cardiovasc_death_rate_tbd__cep_repronum_numeric;c3_Apple_TransitMobility_index;0.0315399617695251
oxford_human_development_index_tbd__cep_JHU_ConfirmedCases_change_integer;c3_Apple_WalkingMobility_index;0.0315334947924619
c3_LifeExpectancyInternational_numeric__oxford_weekly_icu_admissions_per_million_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0315333604343654
oxford_population_tbd__oxford_new_cases_tbd;c3_Apple_TransitMobility_index;0.0315144260018217
c3_MortalityRateUnder5International_numeric__cep_JHU_ConfirmedDeaths_change_integer;c3_Google_TransitStationsMobility_index;0.0315131572200879
oxford_life_expectancy_tbd__oxford_new_cases_tbd;c3_Google_RetailMobility_index;0.0314972202409091
oxford_life_expectancy_tbd__cep_repronum_se_numeric;c3_Apple_DrivingMobility_index;0.0314837452789664
c3_MortalityRateUnder5International_numeric__oxford_weekly_hosp_admissions_per_million_tbd;c3_Google_RetailMobility_index;0.0314823974262527
c3_MortalityRateUnder5International_numeric__cep_JHU_ConfirmedDeaths_change_integer;c3_Google_ParksMobility_index;0.0314703116537041
oxford_hospital_beds_per_thousand_tbd__oxford_new_cases_per_million_tbd;c3_Google_GroceryMobility_index;0.0314545418756642
oxford_hospital_beds_per_thousand_tbd__c3_JHU_ConfirmedCases_integer;c3_Google_TransitStationsMobility_index;0.0314531844311235
c3_MaleFemaletotal_InternationalCensus_integer__oxford_new_cases_tbd;c3_Apple_TransitMobility_index;0.0314519591703167
oxford_cardiovasc_death_rate_tbd__cep_repronum_se_numeric;c3_Google_GroceryMobility_index;0.0314463525182788
oxford_cardiovasc_death_rate_tbd__oxford_reproduction_rate_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0314300165396866
oxford_life_expectancy_tbd__cep_repronum_numeric;c3_Apple_DrivingMobility_index;0.0314132266214611
c3_MaleFemaletotal_InternationalCensus_integer__oxford_total_tests_per_thousand_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.0314077561429887
oxford_cardiovasc_death_rate_tbd__oxford_tests_per_case_tbd;c3_Google_GroceryMobility_index;0.0314048545312161
oxford_aged_70_older_tbd__oxford_hosp_patients_tbd;c3_Google_WorkplacesMobility_index;0.0313956880287203
